Call Number,Incident Number,Call Type,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Final Priority,ALS Unit,Call Type Group,Unit Type,Analysis Neighborhoods
160980266,16038750,Medical Incident,04/07/2016 02:18:27 AM,04/07/2016 02:20:28 AM,04/07/2016 02:20:57 AM,04/07/2016 02:21:49 AM,04/07/2016 02:25:17 AM,04/07/2016 02:35:07 AM,04/07/2016 02:51:50 AM,Code 2 Transport,04/07/2016 03:29:12 AM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102.0,2,False,Potentially Life-Threatening,PRIVATE,36.0
160922143,16036479,Medical Incident,04/01/2016 03:03:45 PM,04/01/2016 03:03:45 PM,04/01/2016 03:05:51 PM,04/01/2016 03:06:12 PM,04/01/2016 03:11:18 PM,04/01/2016 03:22:30 PM,04/01/2016 03:54:28 PM,Code 2 Transport,04/01/2016 04:42:18 PM,ALAMEDA ST/BRYANT ST,San Francisco,94103.0,2,True,Non Life-threatening,MEDIC,20.0
161000817,16039665,Structure Fire / Smoke in Building,04/09/2016 08:22:07 AM,04/09/2016 08:22:34 AM,04/09/2016 08:24:47 AM,04/09/2016 08:24:47 AM,04/09/2016 08:27:49 AM,,,Fire,04/09/2016 08:34:57 AM,TAYLOR ST/EDDY ST,San Francisco,94102.0,3,True,Alarm,ENGINE,36.0
160993873,16039511,Medical Incident,04/08/2016 10:37:21 PM,04/08/2016 10:38:09 PM,04/08/2016 10:39:45 PM,,,,,Code 2 Transport,04/08/2016 10:43:10 PM,POST ST/LEAVENWORTH ST,San Francisco,94109.0,3,True,Potentially Life-Threatening,ENGINE,36.0
160953864,16037805,Outside Fire,04/04/2016 09:55:10 PM,04/04/2016 09:57:06 PM,04/04/2016 09:57:18 PM,04/04/2016 09:58:18 PM,04/04/2016 10:01:16 PM,,,Fire,04/04/2016 10:17:34 PM,MARIPOSA ST/PENNSYLVANIA AVE,San Francisco,94107.0,3,False,Fire,ENGINE,26.0
160942150,16037295,Citizen Assist / Service Call,04/03/2016 02:38:24 PM,04/03/2016 02:38:24 PM,04/03/2016 02:39:09 PM,04/03/2016 02:40:57 PM,04/03/2016 02:43:42 PM,,,Fire,04/03/2016 02:55:55 PM,BAY ST/COLUMBUS AVE,San Francisco,94133.0,3,False,Alarm,TRUCK,32.0
160933033,16036995,Medical Incident,04/02/2016 07:05:53 PM,04/02/2016 07:07:06 PM,04/02/2016 07:07:24 PM,04/02/2016 07:08:46 PM,04/02/2016 07:11:09 PM,,,Code 2 Transport,04/02/2016 07:24:04 PM,FULTON ST/33RD AVE,San Francisco,94121.0,3,True,Potentially Life-Threatening,ENGINE,29.0
161042690,16041361,Medical Incident,04/13/2016 04:26:15 PM,04/13/2016 04:27:51 PM,04/13/2016 04:28:46 PM,04/13/2016 04:29:48 PM,04/13/2016 04:37:36 PM,04/13/2016 04:56:00 PM,04/13/2016 05:28:03 PM,Code 2 Transport,04/13/2016 05:58:13 PM,19TH AVE/PACHECO ST,San Francisco,94116.0,3,False,Potentially Life-Threatening,PRIVATE,35.0
161043241,16041410,Medical Incident,04/13/2016 06:32:20 PM,04/13/2016 06:32:41 PM,04/13/2016 06:33:13 PM,04/13/2016 06:33:20 PM,04/13/2016 06:37:39 PM,,,Medical Examiner,04/13/2016 08:06:51 PM,23RD ST/EUREKA ST,San Francisco,94114.0,3,True,Potentially Life-Threatening,MEDIC,22.0
160932895,16036984,Medical Incident,04/02/2016 06:24:22 PM,04/02/2016 06:25:17 PM,04/02/2016 06:32:08 PM,04/02/2016 06:32:36 PM,04/02/2016 06:57:04 PM,04/02/2016 07:41:04 PM,,Code 2 Transport,04/02/2016 08:21:56 PM,04TH ST/MINNA ST,San Francisco,94103.0,2,False,Non Life-threatening,PRIVATE,8.0
160950579,16037530,Alarms,04/04/2016 07:25:25 AM,04/04/2016 07:26:44 AM,04/04/2016 07:26:53 AM,04/04/2016 07:27:48 AM,,,,Fire,04/04/2016 07:40:33 AM,FRONT ST/PINE ST,San Francisco,94111.0,3,False,Alarm,CHIEF,8.0
160950613,16037534,Medical Incident,04/04/2016 07:36:20 AM,04/04/2016 07:42:37 AM,04/04/2016 07:44:06 AM,04/04/2016 07:45:06 AM,,,,Patient Declined Transport,04/04/2016 07:50:24 AM,LAGUNA ST/WASHINGTON ST,San Francisco,94109.0,3,True,Non Life-threatening,ENGINE,30.0
161012176,16040228,Medical Incident,04/10/2016 03:21:53 PM,04/10/2016 03:23:37 PM,04/10/2016 03:25:21 PM,04/10/2016 03:25:21 PM,04/10/2016 03:29:18 PM,,,Code 2 Transport,04/10/2016 03:37:08 PM,30TH ST/CHURCH ST,San Francisco,94131.0,2,True,Non Life-threatening,RESCUE CAPTAIN,22.0
160973619,16038613,Medical Incident,04/06/2016 06:39:37 PM,04/06/2016 06:40:10 PM,04/06/2016 06:44:40 PM,04/06/2016 06:44:40 PM,04/06/2016 06:49:12 PM,04/06/2016 06:55:49 PM,04/06/2016 07:23:57 PM,Code 2 Transport,04/06/2016 07:50:27 PM,TAYLOR ST/EDDY ST,San Francisco,94102.0,3,False,Potentially Life-Threatening,PRIVATE,36.0
160960405,16037889,Alarms,04/05/2016 05:58:35 AM,04/05/2016 05:59:59 AM,04/05/2016 06:00:43 AM,04/05/2016 06:02:13 AM,04/05/2016 06:02:13 AM,,,Fire,04/05/2016 06:08:19 AM,VER MEHR PL/KEARNY ST,San Francisco,94104.0,3,False,Alarm,CHIEF,8.0
160971675,16038393,Medical Incident,04/06/2016 11:46:11 AM,04/06/2016 11:49:44 AM,04/06/2016 11:49:56 AM,04/06/2016 11:50:50 AM,04/06/2016 11:53:49 AM,,,Code 2 Transport,04/06/2016 12:00:26 PM,MARKET ST/POWELL ST,San Francisco,94103.0,3,True,Potentially Life-Threatening,ENGINE,34.0
160973270,16038561,Traffic Collision,04/06/2016 05:25:06 PM,04/06/2016 05:26:11 PM,04/06/2016 05:26:58 PM,04/06/2016 05:27:28 PM,04/06/2016 05:28:23 PM,,,Code 2 Transport,04/06/2016 05:40:18 PM,02ND ST/BRANNAN ST,San Francisco,94107.0,3,True,Potentially Life-Threatening,ENGINE,8.0
161040014,16041117,Alarms,04/13/2016 12:06:41 AM,04/13/2016 12:08:19 AM,04/13/2016 12:08:33 AM,04/13/2016 12:10:19 AM,04/13/2016 12:12:11 AM,,,Fire,04/13/2016 12:34:04 AM,THE EMBARCADERO/KING ST/TOWNSEND ST,San Francisco,94107.0,3,True,Alarm,ENGINE,8.0
160962050,16038037,Medical Incident,04/05/2016 01:49:53 PM,04/05/2016 01:50:43 PM,04/05/2016 01:51:49 PM,04/05/2016 01:51:58 PM,04/05/2016 01:54:43 PM,,,Code 2 Transport,04/05/2016 02:13:07 PM,PINE ST/OCTAVIA ST,San Francisco,94109.0,3,False,Potentially Life-Threatening,ENGINE,30.0
161033605,16041052,Traffic Collision,04/12/2016 07:38:56 PM,04/12/2016 07:40:54 PM,04/12/2016 07:41:38 PM,04/12/2016 07:45:06 PM,04/12/2016 08:07:17 PM,,,Patient Declined Transport,04/12/2016 08:41:56 PM,HILL POINT AVE/PARNASSUS AVE,San Francisco,94131.0,3,True,Potentially Life-Threatening,MEDIC,14.0
160931176,16036791,Alarms,04/02/2016 10:19:08 AM,04/02/2016 10:20:38 AM,04/02/2016 10:20:47 AM,04/02/2016 10:21:31 AM,04/02/2016 10:31:54 AM,,,Fire,04/02/2016 10:31:57 AM,DAGGETT ST/07TH ST,San Francisco,94158.0,3,False,Alarm,TRUCK,4.0
160971110,16038351,Citizen Assist / Service Call,04/06/2016 09:38:38 AM,04/06/2016 09:39:53 AM,04/06/2016 10:02:00 AM,04/06/2016 10:02:31 AM,04/06/2016 10:16:35 AM,,,Against Medical Advice,04/06/2016 10:17:55 AM,SUTTER ST/HYDE ST,San Francisco,94109.0,3,True,Alarm,MEDIC,21.0
160991564,16039280,Medical Incident,04/08/2016 12:31:10 PM,04/08/2016 12:31:10 PM,04/08/2016 12:31:14 PM,04/08/2016 12:31:19 PM,04/08/2016 12:51:31 PM,04/08/2016 01:09:57 PM,04/08/2016 01:29:10 PM,Code 2 Transport,04/08/2016 01:59:43 PM,HAIGHT ST/MASONIC AVE,San Francisco,94117.0,2,True,Non Life-threatening,MEDIC,3.0
160973303,16038566,Medical Incident,04/06/2016 05:32:36 PM,04/06/2016 05:33:30 PM,04/06/2016 05:34:31 PM,,,,,No Merit,04/06/2016 05:35:37 PM,SEARS ST/LAWRENCE AVE,San Francisco,94112.0,3,False,Potentially Life-Threatening,TRUCK,28.0
161040578,16041175,Medical Incident,04/13/2016 07:08:33 AM,04/13/2016 07:09:49 AM,04/13/2016 07:10:03 AM,04/13/2016 07:11:39 AM,04/13/2016 07:19:03 AM,,,Code 2 Transport,04/13/2016 07:29:08 AM,ARBALLO DR/VIDAL DR,San Francisco,94132.0,2,False,Potentially Life-Threatening,ENGINE,16.0
160950875,16037554,Other,04/04/2016 09:07:40 AM,04/04/2016 09:07:40 AM,04/04/2016 09:07:40 AM,04/04/2016 09:07:40 AM,04/04/2016 09:07:40 AM,,,Fire,04/04/2016 09:07:40 AM,TURK MURPHY LN/FISHER ALY,San Francisco,94133.0,3,True,Alarm,ENGINE,6.0
160921973,16036463,Medical Incident,04/01/2016 02:12:55 PM,04/01/2016 02:14:42 PM,04/01/2016 02:16:11 PM,04/01/2016 02:16:19 PM,04/01/2016 02:25:50 PM,04/01/2016 02:36:59 PM,04/01/2016 02:56:19 PM,Code 2 Transport,04/01/2016 03:26:51 PM,BUCHANAN ST/CHESTNUT ST,San Francisco,94123.0,2,True,Non Life-threatening,MEDIC,13.0
160950843,16037551,Other,04/04/2016 09:00:31 AM,04/04/2016 09:00:31 AM,04/04/2016 09:00:31 AM,04/04/2016 09:00:31 AM,04/04/2016 09:00:31 AM,,,Fire,04/04/2016 09:00:31 AM,TURK MURPHY LN/FISHER ALY,San Francisco,94133.0,3,True,Alarm,ENGINE,6.0
161030370,16040788,Alarms,04/12/2016 04:48:29 AM,04/12/2016 04:50:17 AM,04/12/2016 04:50:28 AM,04/12/2016 04:52:45 AM,04/12/2016 04:55:25 AM,,,No Merit,04/12/2016 04:58:43 AM,JULIAN AVE/16TH ST,San Francisco,94103.0,3,True,Alarm,ENGINE,20.0
160960278,16037867,Medical Incident,04/05/2016 03:33:46 AM,04/05/2016 03:33:46 AM,04/05/2016 03:33:55 AM,04/05/2016 03:34:07 AM,04/05/2016 03:40:47 AM,04/05/2016 03:56:48 AM,04/05/2016 04:13:31 AM,Code 2 Transport,04/05/2016 04:34:46 AM,ULLOA ST/WEST PORTAL AVE,San Francisco,94127.0,3,True,Potentially Life-Threatening,MEDIC,41.0
160943464,16037434,Medical Incident,04/03/2016 09:41:50 PM,04/03/2016 09:41:50 PM,04/03/2016 09:42:40 PM,04/03/2016 09:43:34 PM,04/03/2016 09:46:26 PM,,,Code 2 Transport,04/03/2016 09:57:07 PM,04TH ST/MISSION BAY BLVD,San Francisco,94158.0,3,True,Potentially Life-Threatening,ENGINE,4.0
160980243,16038748,Structure Fire / Smoke in Building,04/07/2016 01:56:04 AM,04/07/2016 01:57:04 AM,04/07/2016 01:57:37 AM,04/07/2016 01:59:03 AM,04/07/2016 02:01:01 AM,,,Fire,04/07/2016 02:07:22 AM,DUBOCE AVE/WOODWARD ST,San Francisco,94103.0,3,False,Alarm,CHIEF,20.0
160983974,16039136,Medical Incident,04/07/2016 10:46:58 PM,04/07/2016 10:46:58 PM,04/07/2016 10:47:09 PM,04/07/2016 10:47:36 PM,,,,Cancelled,04/07/2016 10:50:18 PM,02ND ST/NATOMA ST,San Francisco,94105.0,2,True,Non Life-threatening,MEDIC,8.0
160943526,16037443,Medical Incident,04/03/2016 10:04:25 PM,04/03/2016 10:05:05 PM,04/03/2016 10:05:37 PM,04/03/2016 10:07:16 PM,04/03/2016 10:12:44 PM,,,Patient Declined Transport,04/03/2016 10:15:38 PM,34TH AVE/JUDAH ST,San Francisco,94122.0,3,True,Potentially Life-Threatening,RESCUE CAPTAIN,35.0
160940169,16037111,Medical Incident,04/03/2016 12:57:43 AM,04/03/2016 12:58:21 AM,04/03/2016 01:00:05 AM,04/03/2016 01:00:05 AM,04/03/2016 01:07:08 AM,04/03/2016 01:21:33 AM,04/03/2016 01:42:09 AM,Code 2 Transport,04/03/2016 02:13:28 AM,TOWNSEND ST/LUSK ST,San Francisco,94107.0,3,True,Potentially Life-Threatening,MEDIC,34.0
161012004,16040211,Medical Incident,04/10/2016 02:29:02 PM,04/10/2016 02:29:45 PM,04/10/2016 02:32:07 PM,04/10/2016 02:32:16 PM,04/10/2016 02:42:22 PM,04/10/2016 03:03:51 PM,04/10/2016 03:33:13 PM,Code 2 Transport,04/10/2016 04:22:58 PM,NORIEGA ST/11TH AVE,San Francisco,94122.0,2,True,Non Life-threatening,MEDIC,14.0
160980519,16038786,Medical Incident,04/07/2016 05:26:49 AM,04/07/2016 05:27:29 AM,04/07/2016 05:27:45 AM,04/07/2016 05:27:54 AM,04/07/2016 05:33:41 AM,04/07/2016 05:43:07 AM,04/07/2016 05:52:20 AM,Code 3 Transport,04/07/2016 06:30:39 AM,AVALON AVE/NAPLES ST,San Francisco,94112.0,3,True,Potentially Life-Threatening,MEDIC,7.0
160943118,16037391,Structure Fire / Smoke in Building,04/03/2016 07:32:13 PM,04/03/2016 07:34:46 PM,04/03/2016 07:35:32 PM,04/03/2016 07:36:24 PM,04/03/2016 07:39:00 PM,,,Fire,04/03/2016 07:42:48 PM,GALLAGHER LN/CLEMENTINA ST,San Francisco,94103.0,3,False,Alarm,TRUCK,34.0
160981770,16038905,Medical Incident,04/07/2016 12:19:33 PM,04/07/2016 12:20:35 PM,04/07/2016 12:20:58 PM,04/07/2016 12:21:59 PM,04/07/2016 12:36:10 PM,04/07/2016 12:47:53 PM,04/07/2016 01:19:13 PM,Code 2 Transport,04/07/2016 02:00:53 PM,ONEIDA AVE/DELANO AVE,San Francisco,94112.0,2,True,Non Life-threatening,MEDIC,28.0
161013446,16040353,Medical Incident,04/10/2016 10:20:04 PM,04/10/2016 10:21:54 PM,04/10/2016 10:22:27 PM,04/10/2016 10:24:30 PM,04/10/2016 10:27:35 PM,,,Code 2 Transport,04/10/2016 10:38:32 PM,FULTON ST/18TH AVE,San Francisco,94121.0,3,True,Potentially Life-Threatening,ENGINE,12.0
161042353,16041324,Medical Incident,04/13/2016 03:00:33 PM,04/13/2016 03:01:59 PM,04/13/2016 03:02:09 PM,04/13/2016 03:03:54 PM,04/13/2016 03:05:38 PM,,,Code 2 Transport,04/13/2016 03:11:38 PM,EDDY ST/SCOTT ST,San Francisco,94115.0,3,True,Potentially Life-Threatening,ENGINE,39.0
161012542,16040264,Medical Incident,04/10/2016 05:21:14 PM,04/10/2016 05:22:13 PM,04/10/2016 05:22:49 PM,04/10/2016 05:24:10 PM,,,,Medical Examiner,04/10/2016 05:25:18 PM,LAWTON ST/16TH AVE,San Francisco,94122.0,3,True,Potentially Life-Threatening,MEDIC,14.0
161000350,16039599,Medical Incident,04/09/2016 02:31:03 AM,04/09/2016 02:32:42 AM,04/09/2016 02:33:19 AM,04/09/2016 02:33:34 AM,04/09/2016 02:42:24 AM,04/09/2016 03:05:35 AM,04/09/2016 03:29:05 AM,Code 2 Transport,04/09/2016 04:12:08 AM,KEITH ST/PALOU AVE,San Francisco,94124.0,2,True,Potentially Life-Threatening,MEDIC,1.0
161010622,16040078,Medical Incident,04/10/2016 04:39:02 AM,04/10/2016 04:39:53 AM,04/10/2016 04:41:01 AM,04/10/2016 04:43:27 AM,,,,Code 2 Transport,04/10/2016 04:44:39 AM,17TH ST/CASTRO ST/MARKET ST,San Francisco,94114.0,3,True,Potentially Life-Threatening,ENGINE,5.0
160991760,16039303,Medical Incident,04/08/2016 01:24:08 PM,04/08/2016 01:24:08 PM,04/08/2016 01:26:20 PM,04/08/2016 01:26:20 PM,04/08/2016 01:34:59 PM,04/08/2016 01:46:39 PM,04/08/2016 01:59:46 PM,Code 2 Transport,04/08/2016 02:17:06 PM,BEACH ST/BAKER ST,San Francisco,94123.0,3,True,Potentially Life-Threatening,MEDIC,13.0
160940977,16037199,Assist Police,04/03/2016 08:42:47 AM,04/03/2016 08:42:47 AM,04/03/2016 08:46:28 AM,04/03/2016 08:48:36 AM,04/03/2016 08:53:56 AM,,,SFPD,04/03/2016 09:02:23 AM,SILVER AVE/SAN BRUNO AVE,San Francisco,94134.0,2,False,Alarm,TRUCK,25.0
160993372,16039450,Alarms,04/08/2016 07:56:17 PM,04/08/2016 07:58:04 PM,04/08/2016 07:58:24 PM,04/08/2016 08:00:10 PM,04/08/2016 08:03:55 PM,,,Fire,04/08/2016 08:09:19 PM,BAY ST/POLK ST,San Francisco,94109.0,3,False,Alarm,CHIEF,32.0
160953281,16037757,Medical Incident,04/04/2016 06:48:59 PM,04/04/2016 06:51:27 PM,04/04/2016 06:54:36 PM,04/04/2016 06:54:50 PM,04/04/2016 06:58:46 PM,,,No Merit,04/04/2016 07:14:48 PM,POLK ST/CEDAR ST,San Francisco,94109.0,2,True,Potentially Life-Threatening,MEDIC,36.0
161020458,16040420,Medical Incident,04/11/2016 06:22:51 AM,04/11/2016 06:23:54 AM,04/11/2016 06:24:35 AM,04/11/2016 06:27:42 AM,04/11/2016 06:31:29 AM,,,Code 2 Transport,04/11/2016 06:52:26 AM,STURGEON ST/AVENUE B,Treasure Isla,94130.0,3,False,Potentially Life-Threatening,MEDIC,37.0
161011113,16040137,Medical Incident,04/10/2016 09:54:19 AM,04/10/2016 09:57:05 AM,04/10/2016 09:57:36 AM,04/10/2016 09:57:43 AM,04/10/2016 10:00:01 AM,04/10/2016 10:20:00 AM,04/10/2016 10:39:56 AM,Code 2 Transport,04/10/2016 11:28:39 AM,23RD ST/ALABAMA ST,San Francisco,94110.0,2,True,Potentially Life-Threatening,MEDIC,20.0
160943266,16037415,Medical Incident,04/03/2016 08:30:59 PM,04/03/2016 08:31:25 PM,04/03/2016 08:31:48 PM,04/03/2016 08:33:19 PM,04/03/2016 08:34:51 PM,,,Code 2 Transport,04/03/2016 08:38:22 PM,VAN NESS AVE/ALICE B TOKLAS PL,San Francisco,94109.0,3,True,Potentially Life-Threatening,ENGINE,36.0
160982332,16038970,Medical Incident,04/07/2016 02:45:46 PM,04/07/2016 02:45:46 PM,04/07/2016 02:47:29 PM,04/07/2016 02:48:06 PM,04/07/2016 02:48:06 PM,,,SFPD,04/07/2016 02:51:48 PM,VAN NESS AVE/OAK ST,San Francisco,94102.0,3,True,Potentially Life-Threatening,ENGINE,36.0
160972573,16038482,Structure Fire / Smoke in Building,04/06/2016 03:04:51 PM,04/06/2016 03:04:51 PM,04/06/2016 03:05:11 PM,04/06/2016 03:06:26 PM,,,,Fire,04/06/2016 03:08:18 PM,ATHENS ST/PERSIA AVE,San Francisco,94112.0,3,True,Alarm,ENGINE,7.0
160982664,16039006,Alarms,04/07/2016 04:10:20 PM,04/07/2016 04:11:38 PM,04/07/2016 04:11:54 PM,04/07/2016 04:13:11 PM,04/07/2016 04:16:53 PM,,,Fire,04/07/2016 04:27:55 PM,GOLD MINE DR/DIAMOND HEIGHTS BLVD,San Francisco,94131.0,3,False,Alarm,ENGINE,22.0
161022203,16040589,Structure Fire / Smoke in Building,04/11/2016 02:24:16 PM,04/11/2016 02:25:27 PM,04/11/2016 02:25:51 PM,04/11/2016 02:26:47 PM,04/11/2016 02:33:55 PM,,,Fire,04/11/2016 02:36:21 PM,FRANCISCO ST/BRET HARTE TER,San Francisco,94133.0,3,True,Alarm,ENGINE,32.0
161013136,16040320,Medical Incident,04/10/2016 08:18:32 PM,04/10/2016 08:20:18 PM,04/10/2016 08:20:59 PM,04/10/2016 08:24:27 PM,04/10/2016 08:26:13 PM,04/10/2016 08:39:10 PM,04/10/2016 09:17:24 PM,Code 3 Transport,04/10/2016 09:40:01 PM,PERINE PL/PIERCE ST,San Francisco,94115.0,2,False,Non Life-threatening,PRIVATE,30.0
161033547,16041048,Elevator / Escalator Rescue,04/12/2016 07:24:42 PM,04/12/2016 07:25:57 PM,04/12/2016 07:26:13 PM,04/12/2016 07:27:41 PM,04/12/2016 07:32:55 PM,,,Fire,04/12/2016 07:54:08 PM,BEALE ST/BRYANT ST/DELANCEY ST,San Francisco,94105.0,3,False,Alarm,TRUCK,8.0
161002058,16039810,Medical Incident,04/09/2016 03:31:27 PM,04/09/2016 03:32:45 PM,04/09/2016 03:33:07 PM,04/09/2016 03:34:30 PM,04/09/2016 03:36:17 PM,,,Code 2 Transport,04/09/2016 03:36:55 PM,HYDE ST/BUSH ST,San Francisco,94109.0,3,True,Potentially Life-Threatening,ENGINE,21.0
160963926,16038196,Medical Incident,04/05/2016 09:56:20 PM,04/05/2016 09:59:42 PM,04/05/2016 09:59:52 PM,04/05/2016 10:00:00 PM,04/05/2016 10:09:25 PM,04/05/2016 10:31:00 PM,04/05/2016 10:36:20 PM,Code 2 Transport,04/05/2016 11:18:03 PM,FILLMORE ST/EDDY ST,San Francisco,94115.0,2,True,Non Life-threatening,MEDIC,39.0
161010140,16040013,Alarms,04/10/2016 12:41:52 AM,04/10/2016 12:43:25 AM,04/10/2016 12:43:31 AM,04/10/2016 12:45:34 AM,04/10/2016 12:48:42 AM,,,Fire,04/10/2016 12:59:20 AM,BEALE ST/HOWARD ST,San Francisco,94105.0,3,False,Alarm,TRUCK,8.0
160971478,16038374,Medical Incident,04/06/2016 11:00:41 AM,04/06/2016 11:02:13 AM,04/06/2016 11:03:58 AM,04/06/2016 11:04:32 AM,04/06/2016 11:25:17 AM,04/06/2016 11:39:06 AM,04/06/2016 12:11:40 PM,Code 2 Transport,04/06/2016 12:46:01 PM,ESSEX ST/FOLSOM ST,San Francisco,94105.0,2,False,Non Life-threatening,PRIVATE,8.0
160941833,16037262,Vehicle Fire,04/03/2016 01:05:39 PM,04/03/2016 01:08:27 PM,04/03/2016 01:09:40 PM,04/03/2016 01:12:34 PM,04/03/2016 01:19:04 PM,,,Fire,04/03/2016 01:25:32 PM,BEACH ST/JONES ST,San Francisco,94133.0,3,False,Fire,TRUCK,23.0
160962478,16038067,Medical Incident,04/05/2016 03:34:54 PM,04/05/2016 03:36:34 PM,04/05/2016 03:36:44 PM,04/05/2016 03:37:07 PM,04/05/2016 03:40:10 PM,,,No Merit,04/05/2016 03:41:52 PM,FRANKLIN ST/OLIVE ST,San Francisco,94109.0,3,True,Non Life-threatening,MEDIC,39.0
160943000,16037378,Medical Incident,04/03/2016 06:53:12 PM,04/03/2016 06:53:12 PM,04/03/2016 06:53:34 PM,04/03/2016 06:54:00 PM,04/03/2016 06:55:47 PM,,,Code 2 Transport,04/03/2016 06:56:28 PM,POLK ST/PINE ST,San Francisco,94109.0,3,False,Potentially Life-Threatening,ENGINE,21.0
160950381,16037513,Medical Incident,04/04/2016 05:20:00 AM,04/04/2016 05:22:34 AM,04/04/2016 05:22:45 AM,04/04/2016 05:24:39 AM,04/04/2016 05:30:21 AM,,,Fire,04/04/2016 05:42:57 AM,OAK ST/BUCHANAN ST,San Francisco,94102.0,2,True,Non Life-threatening,ENGINE,9.0
161000385,16039606,Medical Incident,04/09/2016 02:49:16 AM,04/09/2016 02:51:25 AM,04/09/2016 02:53:59 AM,04/09/2016 02:54:11 AM,04/09/2016 03:07:30 AM,04/09/2016 03:38:05 AM,04/09/2016 03:55:04 AM,Code 2 Transport,04/09/2016 04:21:59 AM,GENEVA AVE/SANTOS ST,San Francisco,94134.0,2,True,Non Life-threatening,MEDIC,
160970900,16038326,Other,04/06/2016 08:53:59 AM,04/06/2016 08:53:59 AM,04/06/2016 08:53:59 AM,04/06/2016 08:53:59 AM,04/06/2016 08:53:59 AM,,,Other,04/06/2016 08:55:12 AM,SUSSEX ST/UNNAMED 011,San Francisco,94131.0,3,True,Alarm,ENGINE,10.0
160972065,16038428,Medical Incident,04/06/2016 01:12:26 PM,04/06/2016 01:13:40 PM,04/06/2016 01:15:01 PM,04/06/2016 01:16:53 PM,04/06/2016 01:24:07 PM,,,Code 2 Transport,04/06/2016 01:33:08 PM,GEARY ST/KEARNY ST,San Francisco,94108.0,2,True,Non Life-threatening,ENGINE,8.0
160924055,16036660,Medical Incident,04/01/2016 11:53:25 PM,04/01/2016 11:55:05 PM,04/01/2016 11:55:24 PM,04/01/2016 11:58:00 PM,04/01/2016 11:59:46 PM,,,Code 2 Transport,04/02/2016 12:03:58 AM,EL DORADO ST NORTH/EL DORADO ST/LONG BRIDGE ST,San Francisco,94158.0,3,True,Potentially Life-Threatening,ENGINE,4.0
160980486,16038781,Medical Incident,04/07/2016 04:56:03 AM,04/07/2016 04:57:01 AM,04/07/2016 04:57:11 AM,04/07/2016 04:57:18 AM,04/07/2016 05:00:56 AM,04/07/2016 05:20:31 AM,04/07/2016 05:34:02 AM,Code 2 Transport,04/07/2016 05:41:46 AM,HEARST AVE/CONGO ST,San Francisco,94131.0,3,True,Potentially Life-Threatening,MEDIC,41.0
160970225,16038261,Medical Incident,04/06/2016 02:24:58 AM,04/06/2016 02:24:58 AM,04/06/2016 02:26:06 AM,04/06/2016 02:26:14 AM,04/06/2016 02:30:33 AM,04/06/2016 02:37:04 AM,04/06/2016 02:54:29 AM,Code 2 Transport,04/06/2016 03:22:54 AM,FRANKLIN ST/CHESTNUT ST,San Francisco,94123.0,3,True,Potentially Life-Threatening,MEDIC,13.0
160940690,16037168,Medical Incident,04/03/2016 05:53:59 AM,04/03/2016 05:54:34 AM,04/03/2016 05:56:21 AM,04/03/2016 05:56:28 AM,04/03/2016 06:12:44 AM,04/03/2016 06:24:23 AM,04/03/2016 06:34:39 AM,Code 2 Transport,04/03/2016 06:58:43 AM,CARNELIAN WAY/DIAMOND HEIGHTS BLVD,San Francisco,94131.0,2,True,Potentially Life-Threatening,MEDIC,22.0
161001006,16039682,Alarms,04/09/2016 09:35:42 AM,04/09/2016 09:36:29 AM,04/09/2016 09:36:47 AM,04/09/2016 09:37:38 AM,04/09/2016 09:40:28 AM,,,Fire,04/09/2016 09:52:56 AM,CLAY ST/GRANT AVE,San Francisco,94108.0,3,True,Alarm,ENGINE,6.0
160932578,16036955,Medical Incident,04/02/2016 05:03:23 PM,04/02/2016 05:04:49 PM,04/02/2016 05:16:00 PM,04/02/2016 05:17:45 PM,,,,Code 2 Transport,04/02/2016 05:19:45 PM,22ND ST/BRYANT ST,San Francisco,94110.0,3,True,Potentially Life-Threatening,RESCUE CAPTAIN,20.0
161042719,16041364,Alarms,04/13/2016 04:31:27 PM,04/13/2016 04:32:28 PM,04/13/2016 04:32:52 PM,04/13/2016 04:34:39 PM,04/13/2016 04:36:01 PM,,,Fire,04/13/2016 04:37:37 PM,06TH ST/MISSION ST,San Francisco,94103.0,3,False,Alarm,TRUCK,34.0
160923276,16036585,Medical Incident,04/01/2016 07:50:15 PM,04/01/2016 07:51:29 PM,04/01/2016 07:51:45 PM,04/01/2016 07:52:59 PM,04/01/2016 07:56:51 PM,,,Code 3 Transport,04/01/2016 08:05:45 PM,GLADSTONE DR/STONEYFORD AVE,San Francisco,94134.0,3,False,Non Life-threatening,ENGINE,7.0
160963979,16038200,Medical Incident,04/05/2016 10:10:43 PM,04/05/2016 10:14:07 PM,04/05/2016 10:15:13 PM,04/05/2016 10:15:48 PM,04/05/2016 10:19:18 PM,04/05/2016 10:40:26 PM,04/05/2016 11:17:18 PM,Code 2 Transport,04/05/2016 11:34:49 PM,JESSIE ST/06TH ST,San Francisco,94103.0,3,True,Potentially Life-Threatening,MEDIC,34.0
