Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
161031132,87,16040853,Medical Incident,04/12/2016,04/12/2016,04/12/2016 09:59:11 AM,04/12/2016 10:00:35 AM,04/12/2016 10:01:01 AM,04/12/2016 10:01:10 AM,04/12/2016 10:08:03 AM,04/12/2016 10:14:14 AM,04/12/2016 10:36:04 AM,Code 2 Transport,04/12/2016 11:02:13 AM,TURK ST/PIERCE ST,San Francisco,94115,B05,05,3643,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Western Addition,161031132-87,POINT (-122.435425 37.78008),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160970934,E10,16038330,Alarms,04/06/2016,04/06/2016,04/06/2016 09:03:40 AM,04/06/2016 09:04:53 AM,04/06/2016 09:05:04 AM,04/06/2016 09:05:44 AM,,,,Cancelled,04/06/2016 09:16:58 AM,EDDY ST/SCOTT ST,San Francisco,94115,B05,05,4133,3,3,3,true,Alarm,1,ENGINE,3,5,5,Western Addition,160970934-E10,POINT (-122.43726 37.7808),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160940004,E06,16037091,Medical Incident,04/02/2016,04/02/2016,04/02/2016 11:59:32 PM,04/03/2016 12:01:29 AM,04/03/2016 12:02:22 AM,04/03/2016 12:03:36 AM,,,,Code 2 Transport,04/03/2016 12:04:45 AM,STATES ST/CASTRO ST,San Francisco,94114,B05,06,5253,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,5,8,Castro/Upper Market,160940004-E06,POINT (-122.43526 37.763462),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5
161010064,AM24,16040004,Medical Incident,04/10/2016,04/09/2016,04/10/2016 12:18:37 AM,04/10/2016 12:20:05 AM,04/10/2016 12:20:21 AM,04/10/2016 12:20:53 AM,,,,Code 2 Transport,04/10/2016 12:21:44 AM,EDDY ST/GOUGH ST,San Francisco,94109,B02,05,3262,E,E,3,false,Potentially Life-Threatening,1,PRIVATE,4,2,5,Western Addition,161010064-AM24,POINT (-122.42411 37.78248),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160982843,T03,16039028,Medical Incident,04/07/2016,04/07/2016,04/07/2016 04:59:23 PM,04/07/2016 04:59:23 PM,04/07/2016 05:00:01 PM,04/07/2016 05:01:37 PM,04/07/2016 05:03:25 PM,,,Code 2 Transport,04/07/2016 05:14:56 PM,ELLIS ST/LEAVENWORTH ST,San Francisco,94109,B03,03,1461,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,2,6,Tenderloin,160982843-T03,POINT (-122.41443 37.784657),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160993987,E01,16039524,Medical Incident,04/08/2016,04/08/2016,04/08/2016 11:11:03 PM,04/08/2016 11:13:09 PM,04/08/2016 11:14:09 PM,04/08/2016 11:15:15 PM,,,,Code 2 Transport,04/08/2016 11:16:13 PM,KING ST/BERRY ST,San Francisco,94107,B03,08,2262,3,3,3,true,Potentially Life-Threatening,1,ENGINE,4,3,6,Mission Bay,160993987-E01,POINT (-122.398506 37.771717),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,4
160930648,82,16036735,Medical Incident,04/02/2016,04/01/2016,04/02/2016 06:57:07 AM,04/02/2016 06:58:43 AM,04/02/2016 06:59:39 AM,04/02/2016 06:59:56 AM,04/02/2016 07:06:16 AM,,,Cancelled,04/02/2016 07:07:22 AM,03RD ST/MISSION BAY BLVD,San Francisco,94158,B03,04,2231,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,6,Mission Bay,160930648-82,POINT (-122.38953 37.77111),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,4
161013628,AM14,16040366,Medical Incident,04/10/2016,04/10/2016,04/10/2016 11:41:44 PM,04/10/2016 11:42:37 PM,04/10/2016 11:43:43 PM,,,,,Code 2 Transport,04/10/2016 11:44:22 PM,24TH ST/POTRERO AVE,San Francisco,94110,B10,37,2552,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,10,9,Mission,161013628-AM14,POINT (-122.406334 37.753002),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160970682,E07,16038301,Medical Incident,04/06/2016,04/05/2016,04/06/2016 07:43:32 AM,04/06/2016 07:44:10 AM,04/06/2016 07:45:05 AM,04/06/2016 07:46:51 AM,04/06/2016 07:57:02 AM,,,Code 2 Transport,04/06/2016 08:16:41 AM,23RD ST/ALABAMA ST,San Francisco,94110,B06,07,5476,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,160970682-E07,POINT (-122.41112 37.754288),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160981613,E33,16038891,Medical Incident,04/07/2016,04/07/2016,04/07/2016 11:40:18 AM,04/07/2016 11:42:48 AM,04/07/2016 11:43:11 AM,04/07/2016 11:44:30 AM,04/07/2016 11:47:27 AM,,,Patient Declined Transport,04/07/2016 12:08:47 PM,FONT BLVD/CHUMASERO DR,San Francisco,94132,B08,33,8422,2,2,2,false,Non Life-threatening,1,ENGINE,1,8,7,Lakeshore,160981613-E33,POINT (-122.47299 37.71501),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,16
160994058,E44,16039536,Medical Incident,04/08/2016,04/08/2016,04/08/2016 11:33:07 PM,04/08/2016 11:33:34 PM,04/08/2016 11:33:51 PM,04/08/2016 11:34:51 PM,04/08/2016 11:40:44 PM,,,Code 2 Transport,04/08/2016 11:46:50 PM,SUNRISE WAY/SAWYER ST,San Francisco,94134,B09,44,6251,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,9,10,Visitacion Valley,160994058-E44,POINT (-122.415955 37.709694),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40
161032584,AR1,16040970,Structure Fire / Smoke in Building,04/12/2016,04/12/2016,04/12/2016 03:54:57 PM,04/12/2016 03:55:23 PM,04/12/2016 04:30:18 PM,04/12/2016 04:32:46 PM,04/12/2016 04:39:07 PM,,,Fire,04/12/2016 06:42:50 PM,06TH ST/TEHAMA ST,San Francisco,94103,B03,01,2252,3,3,3,false,Fire,1,INVESTIGATION,13,3,6,South of Market,161032584-AR1,POINT (-122.40663 37.779316),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160983824,53,16039122,Medical Incident,04/07/2016,04/07/2016,04/07/2016 09:55:08 PM,04/07/2016 09:55:08 PM,04/07/2016 09:55:25 PM,04/07/2016 09:56:42 PM,04/07/2016 10:06:10 PM,,,Medical Examiner,04/07/2016 10:12:54 PM,BLANKEN AVE/EXECUTIVE PARK BLVD,San Francisco,94134,B10,44,6275,A,E,3,true,Potentially Life-Threatening,1,MEDIC,4,10,10,Bayview Hunters Point,160983824-53,POINT (-122.39482 37.711025),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,1
161002070,54,16039812,Medical Incident,04/09/2016,04/09/2016,04/09/2016 03:35:09 PM,04/09/2016 03:35:35 PM,04/09/2016 03:35:59 PM,04/09/2016 03:36:09 PM,04/09/2016 03:42:05 PM,04/09/2016 03:55:52 PM,04/09/2016 04:08:34 PM,Code 2 Transport,04/09/2016 04:46:49 PM,MARKET ST/14TH ST,San Francisco,94114,B02,06,5127,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,8,Castro/Upper Market,161002070-54,POINT (-122.42866 37.767735),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5
160952437,E33,16037679,Medical Incident,04/04/2016,04/04/2016,04/04/2016 03:24:33 PM,04/04/2016 03:25:31 PM,04/04/2016 03:25:47 PM,04/04/2016 03:27:02 PM,,,,Cancelled,04/04/2016 03:27:48 PM,LOWELL ST/MISSION ST,San Francisco,94112,B09,33,6211,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,9,11,Outer Mission,160952437-E33,POINT (-122.44638 37.711437),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,7
160971653,E36,16038390,Medical Incident,04/06/2016,04/06/2016,04/06/2016 11:42:36 AM,04/06/2016 11:44:04 AM,04/06/2016 11:44:13 AM,04/06/2016 11:44:52 AM,04/06/2016 11:49:19 AM,,,Code 2 Transport,04/06/2016 11:58:48 AM,TAYLOR ST/06TH ST/GOLDEN GATE AVE/MARKET ST,San Francisco,94103,B03,01,1454,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,160971653-E36,POINT (-122.41029 37.78223),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160992975,E07,16039418,Medical Incident,04/08/2016,04/08/2016,04/08/2016 06:15:55 PM,04/08/2016 06:18:56 PM,04/08/2016 06:19:24 PM,04/08/2016 06:20:36 PM,04/08/2016 06:27:15 PM,,,Code 2 Transport,04/08/2016 06:43:17 PM,19TH ST/GUERRERO ST,San Francisco,94110,B06,07,5434,2,2,2,true,Non Life-threatening,1,ENGINE,1,6,8,Mission,160992975-E07,POINT (-122.423645 37.759968),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160932211,E08,16036916,Medical Incident,04/02/2016,04/02/2016,04/02/2016 03:22:14 PM,04/02/2016 03:22:39 PM,04/02/2016 03:24:38 PM,04/02/2016 03:25:46 PM,04/02/2016 03:29:00 PM,,,Code 3 Transport,04/02/2016 03:42:25 PM,BONIFACIO ST/LAPU-LAPU ST,San Francisco,94107,B03,01,2176,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,160932211-E08,POINT (-122.39935 37.782597),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160991789,RS1,16039309,Medical Incident,04/08/2016,04/08/2016,04/08/2016 01:32:54 PM,04/08/2016 01:32:54 PM,04/08/2016 01:33:03 PM,04/08/2016 01:34:29 PM,04/08/2016 01:41:52 PM,,,Code 2 Transport,04/08/2016 01:42:18 PM,MISSION ST/LASKIE ST,San Francisco,94103,B02,36,2318,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,2,2,6,South of Market,160991789-RS1,POINT (-122.41411 37.776707),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160940223,KM07,16037118,Medical Incident,04/03/2016,04/02/2016,04/03/2016 01:18:32 AM,04/03/2016 01:18:32 AM,04/03/2016 01:27:35 AM,04/03/2016 01:28:03 AM,04/03/2016 01:38:48 AM,,,Patient Declined Transport,04/03/2016 02:02:28 AM,SYCAMORE ST/VALENCIA ST,San Francisco,94110,B02,07,5247,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,8,Mission,160940223-KM07,POINT (-122.42166 37.762577),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
161003075,E16,16039931,Medical Incident,04/09/2016,04/09/2016,04/09/2016 08:44:27 PM,04/09/2016 08:47:15 PM,04/09/2016 08:50:35 PM,04/09/2016 08:51:52 PM,04/09/2016 08:56:24 PM,,,Code 2 Transport,04/09/2016 09:15:21 PM,VALLEJO ST/PIERCE ST,San Francisco,94123,B04,16,3654,2,2,2,true,Non Life-threatening,1,ENGINE,1,4,2,Pacific Heights,161003075-E16,POINT (-122.4384 37.794807),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30
161020996,E35,16040473,Traffic Collision,04/11/2016,04/11/2016,04/11/2016 09:19:40 AM,04/11/2016 09:20:53 AM,04/11/2016 09:25:25 AM,04/11/2016 09:27:03 AM,04/11/2016 09:34:00 AM,,,Code 2 Transport,04/11/2016 09:39:09 AM,GILBERT ST/BRYANT ST,San Francisco,94103,B03,08,2311,2,2,2,true,Non Life-threatening,1,ENGINE,1,3,6,South of Market,161020996-E35,POINT (-122.40421 37.774704),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160923362,79,16036595,Medical Incident,04/01/2016,04/01/2016,04/01/2016 08:18:24 PM,04/01/2016 08:19:08 PM,04/01/2016 08:19:29 PM,04/01/2016 08:19:47 PM,04/01/2016 08:23:37 PM,04/01/2016 08:39:16 PM,04/01/2016 08:48:34 PM,Code 2 Transport,04/01/2016 09:19:53 PM,MCALLISTER ST/CHARLES J BRENHAM PL,San Francisco,94102,B02,01,1551,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,160923362-79,POINT (-122.41315 37.780994),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160981477,T14,16038878,Medical Incident,04/07/2016,04/07/2016,04/07/2016 11:08:21 AM,04/07/2016 11:08:21 AM,04/07/2016 11:10:35 AM,04/07/2016 11:10:35 AM,04/07/2016 11:11:45 AM,,,Other,04/07/2016 11:25:12 AM,GEARY BLVD/19TH AVE,San Francisco,94121,B07,31,7164,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,7,1,Outer Richmond,160981477-T14,POINT (-122.4783 37.78038),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,29
161031470,KM11,16040885,Medical Incident,04/12/2016,04/12/2016,04/12/2016 11:22:26 AM,04/12/2016 11:23:57 AM,04/12/2016 11:24:17 AM,04/12/2016 11:25:13 AM,04/12/2016 11:35:12 AM,04/12/2016 11:53:14 AM,04/12/2016 12:15:50 PM,Code 2 Transport,04/12/2016 12:36:31 PM,ESSEX ST/FOLSOM ST,San Francisco,94105,B03,35,2136,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,3,6,Financial District/South Beach,161031470-KM11,POINT (-122.395645 37.78638),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
161042277,E13,16041319,Structure Fire / Smoke in Building,04/13/2016,04/13/2016,04/13/2016 02:40:19 PM,04/13/2016 02:40:19 PM,04/13/2016 02:40:32 PM,04/13/2016 02:41:29 PM,04/13/2016 02:44:29 PM,,,Fire,04/13/2016 02:44:51 PM,GRANT AVE/POST ST,San Francisco,94108,B01,01,1316,3,3,3,true,Alarm,1,ENGINE,1,1,3,Financial District/South Beach,161042277-E13,POINT (-122.40522 37.788692),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160953103,E38,16037741,Traffic Collision,04/04/2016,04/04/2016,04/04/2016 06:08:22 PM,04/04/2016 06:08:22 PM,04/04/2016 06:11:50 PM,04/04/2016 06:12:42 PM,04/04/2016 06:15:02 PM,,,No Merit,04/04/2016 06:17:43 PM,GOUGH ST/JACKSON ST,San Francisco,94109,B04,38,3252,2,2,2,false,Non Life-threatening,1,ENGINE,2,4,2,Pacific Heights,160953103-E38,POINT (-122.42634 37.793518),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30
160933835,T02,16037073,Medical Incident,04/02/2016,04/02/2016,04/02/2016 10:59:54 PM,04/02/2016 11:00:55 PM,04/02/2016 11:01:08 PM,04/02/2016 11:02:34 PM,,,,Code 2 Transport,04/02/2016 11:02:52 PM,GREEN ST/EATON PL,San Francisco,94133,B01,02,1352,2,2,2,false,Potentially Life-Threatening,1,TRUCK,3,1,3,Chinatown,160933835-T02,POINT (-122.41194 37.799137),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,6
160980266,AM20,16038750,Medical Incident,04/07/2016,04/06/2016,04/07/2016 02:18:27 AM,04/07/2016 02:20:28 AM,04/07/2016 02:20:57 AM,04/07/2016 02:21:49 AM,04/07/2016 02:25:17 AM,04/07/2016 02:35:07 AM,04/07/2016 02:51:50 AM,Code 2 Transport,04/07/2016 03:29:12 AM,GOLDEN GATE AVE/LEAVENWORTH ST,San Francisco,94102,B02,01,1546,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,2,6,Tenderloin,160980266-AM20,POINT (-122.413864 37.781864),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160922143,57,16036479,Medical Incident,04/01/2016,04/01/2016,04/01/2016 03:03:45 PM,04/01/2016 03:03:45 PM,04/01/2016 03:05:51 PM,04/01/2016 03:06:12 PM,04/01/2016 03:11:18 PM,04/01/2016 03:22:30 PM,04/01/2016 03:54:28 PM,Code 2 Transport,04/01/2016 04:42:18 PM,ALAMEDA ST/BRYANT ST,San Francisco,94103,B02,29,2346,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,10,Mission,160922143-57,POINT (-122.41073 37.768177),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
161000817,E01,16039665,Structure Fire / Smoke in Building,04/09/2016,04/09/2016,04/09/2016 08:22:07 AM,04/09/2016 08:22:34 AM,04/09/2016 08:24:47 AM,04/09/2016 08:24:47 AM,04/09/2016 08:27:49 AM,,,Fire,04/09/2016 08:34:57 AM,TAYLOR ST/EDDY ST,San Francisco,94102,B03,01,1453,3,3,3,true,Alarm,1,ENGINE,7,3,6,Tenderloin,161000817-E01,POINT (-122.41095 37.78414),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160993873,E02,16039511,Medical Incident,04/08/2016,04/08/2016,04/08/2016 10:37:21 PM,04/08/2016 10:38:09 PM,04/08/2016 10:39:45 PM,,,,,Code 2 Transport,04/08/2016 10:43:10 PM,POST ST/LEAVENWORTH ST,San Francisco,94109,B04,03,1543,2,3,3,true,Potentially Life-Threatening,1,ENGINE,3,4,6,Tenderloin,160993873-E02,POINT (-122.41499 37.787453),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160953864,E04,16037805,Outside Fire,04/04/2016,04/04/2016,04/04/2016 09:55:10 PM,04/04/2016 09:57:06 PM,04/04/2016 09:57:18 PM,04/04/2016 09:58:18 PM,04/04/2016 10:01:16 PM,,,Fire,04/04/2016 10:17:34 PM,MARIPOSA ST/PENNSYLVANIA AVE,San Francisco,94107,B03,04,2436,3,3,3,false,Fire,1,ENGINE,2,3,10,Potrero Hill,160953864-E04,POINT (-122.39373 37.764023),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,26
160942150,T02,16037295,Citizen Assist / Service Call,04/03/2016,04/03/2016,04/03/2016 02:38:24 PM,04/03/2016 02:38:24 PM,04/03/2016 02:39:09 PM,04/03/2016 02:40:57 PM,04/03/2016 02:43:42 PM,,,Fire,04/03/2016 02:55:55 PM,BAY ST/COLUMBUS AVE,San Francisco,94133,B01,28,1525,3,3,3,false,Alarm,1,TRUCK,1,1,2,Russian Hill,160942150-T02,POINT (-122.41723 37.80517),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,32
160933033,E14,16036995,Medical Incident,04/02/2016,04/02/2016,04/02/2016 07:05:53 PM,04/02/2016 07:07:06 PM,04/02/2016 07:07:24 PM,04/02/2016 07:08:46 PM,04/02/2016 07:11:09 PM,,,Code 2 Transport,04/02/2016 07:24:04 PM,FULTON ST/33RD AVE,San Francisco,94121,B07,14,7243,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Golden Gate Park,160933033-E14,POINT (-122.49276 37.77218),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,29
161042690,AM08,16041361,Medical Incident,04/13/2016,04/13/2016,04/13/2016 04:26:15 PM,04/13/2016 04:27:51 PM,04/13/2016 04:28:46 PM,04/13/2016 04:29:48 PM,04/13/2016 04:37:36 PM,04/13/2016 04:56:00 PM,04/13/2016 05:28:03 PM,Code 2 Transport,04/13/2016 05:58:13 PM,19TH AVE/PACHECO ST,San Francisco,94116,B08,40,7417,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,4,Sunset/Parkside,161042690-AM08,POINT (-122.476166 37.75051),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
161043241,52,16041410,Medical Incident,04/13/2016,04/13/2016,04/13/2016 06:32:20 PM,04/13/2016 06:32:41 PM,04/13/2016 06:33:13 PM,04/13/2016 06:33:20 PM,04/13/2016 06:37:39 PM,,,Medical Examiner,04/13/2016 08:06:51 PM,23RD ST/EUREKA ST,San Francisco,94114,B06,24,5516,3,E,3,true,Potentially Life-Threatening,1,MEDIC,1,6,8,Noe Valley,161043241-52,POINT (-122.43749 37.752697),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22
160932895,AM10,16036984,Medical Incident,04/02/2016,04/02/2016,04/02/2016 06:24:22 PM,04/02/2016 06:25:17 PM,04/02/2016 06:32:08 PM,04/02/2016 06:32:36 PM,04/02/2016 06:57:04 PM,04/02/2016 07:41:04 PM,,Code 2 Transport,04/02/2016 08:21:56 PM,04TH ST/MINNA ST,San Francisco,94103,B03,01,2178,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,Financial District/South Beach,160932895-AM10,POINT (-122.40371 37.784046),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160950579,B01,16037530,Alarms,04/04/2016,04/03/2016,04/04/2016 07:25:25 AM,04/04/2016 07:26:44 AM,04/04/2016 07:26:53 AM,04/04/2016 07:27:48 AM,,,,Fire,04/04/2016 07:40:33 AM,FRONT ST/PINE ST,San Francisco,94111,B01,13,1136,3,3,3,false,Alarm,1,CHIEF,3,1,3,Financial District/South Beach,160950579-B01,POINT (-122.39859 37.792408),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160950613,E16,16037534,Medical Incident,04/04/2016,04/03/2016,04/04/2016 07:36:20 AM,04/04/2016 07:42:37 AM,04/04/2016 07:44:06 AM,04/04/2016 07:45:06 AM,,,,Patient Declined Transport,04/04/2016 07:50:24 AM,LAGUNA ST/WASHINGTON ST,San Francisco,94109,B04,38,3331,3,3,3,true,Non Life-threatening,1,ENGINE,3,4,2,Pacific Heights,160950613-E16,POINT (-122.42945 37.792217),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30
161012176,RC3,16040228,Medical Incident,04/10/2016,04/10/2016,04/10/2016 03:21:53 PM,04/10/2016 03:23:37 PM,04/10/2016 03:25:21 PM,04/10/2016 03:25:21 PM,04/10/2016 03:29:18 PM,,,Code 2 Transport,04/10/2016 03:37:08 PM,30TH ST/CHURCH ST,San Francisco,94131,B06,11,5574,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,2,6,8,Glen Park,161012176-RC3,POINT (-122.42652 37.7421),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,22
160973619,KM05,16038613,Medical Incident,04/06/2016,04/06/2016,04/06/2016 06:39:37 PM,04/06/2016 06:40:10 PM,04/06/2016 06:44:40 PM,04/06/2016 06:44:40 PM,04/06/2016 06:49:12 PM,04/06/2016 06:55:49 PM,04/06/2016 07:23:57 PM,Code 2 Transport,04/06/2016 07:50:27 PM,TAYLOR ST/EDDY ST,San Francisco,94102,B03,01,1453,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,3,6,Tenderloin,160973619-KM05,POINT (-122.41095 37.78414),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160960405,B01,16037889,Alarms,04/05/2016,04/04/2016,04/05/2016 05:58:35 AM,04/05/2016 05:59:59 AM,04/05/2016 06:00:43 AM,04/05/2016 06:02:13 AM,04/05/2016 06:02:13 AM,,,Fire,04/05/2016 06:08:19 AM,VER MEHR PL/KEARNY ST,San Francisco,94104,B01,13,1242,3,3,3,false,Alarm,1,CHIEF,1,1,3,Financial District/South Beach,160960405-B01,POINT (-122.40375 37.789364),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160971675,E13,16038393,Medical Incident,04/06/2016,04/06/2016,04/06/2016 11:46:11 AM,04/06/2016 11:49:44 AM,04/06/2016 11:49:56 AM,04/06/2016 11:50:50 AM,04/06/2016 11:53:49 AM,,,Code 2 Transport,04/06/2016 12:00:26 PM,MARKET ST/POWELL ST,San Francisco,94103,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,3,Financial District/South Beach,160971675-E13,POINT (-122.40733 37.78456),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160973270,E08,16038561,Traffic Collision,04/06/2016,04/06/2016,04/06/2016 05:25:06 PM,04/06/2016 05:26:11 PM,04/06/2016 05:26:58 PM,04/06/2016 05:27:28 PM,04/06/2016 05:28:23 PM,,,Code 2 Transport,04/06/2016 05:40:18 PM,02ND ST/BRANNAN ST,San Francisco,94107,B03,08,2153,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,160973270-E08,POINT (-122.392075 37.781845),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
161040014,E08,16041117,Alarms,04/13/2016,04/12/2016,04/13/2016 12:06:41 AM,04/13/2016 12:08:19 AM,04/13/2016 12:08:33 AM,04/13/2016 12:10:19 AM,04/13/2016 12:12:11 AM,,,Fire,04/13/2016 12:34:04 AM,THE EMBARCADERO/KING ST/TOWNSEND ST,San Francisco,94107,B03,08,2154,3,3,3,true,Alarm,1,ENGINE,1,3,6,Financial District/South Beach,161040014-E08,POINT (-122.388306 37.7818),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160962050,E38,16038037,Medical Incident,04/05/2016,04/05/2016,04/05/2016 01:49:53 PM,04/05/2016 01:50:43 PM,04/05/2016 01:51:49 PM,04/05/2016 01:51:58 PM,04/05/2016 01:54:43 PM,,,Code 2 Transport,04/05/2016 02:13:07 PM,PINE ST/OCTAVIA ST,San Francisco,94109,B04,38,3325,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,4,5,Pacific Heights,160962050-E38,POINT (-122.42706 37.788788),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,30
161033605,79,16041052,Traffic Collision,04/12/2016,04/12/2016,04/12/2016 07:38:56 PM,04/12/2016 07:40:54 PM,04/12/2016 07:41:38 PM,04/12/2016 07:45:06 PM,04/12/2016 08:07:17 PM,,,Patient Declined Transport,04/12/2016 08:41:56 PM,HILL POINT AVE/PARNASSUS AVE,San Francisco,94131,B05,12,5156,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Inner Sunset,161033605-79,POINT (-122.45578 37.76407),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14
160931176,T04,16036791,Alarms,04/02/2016,04/02/2016,04/02/2016 10:19:08 AM,04/02/2016 10:20:38 AM,04/02/2016 10:20:47 AM,04/02/2016 10:21:31 AM,04/02/2016 10:31:54 AM,,,Fire,04/02/2016 10:31:57 AM,DAGGETT ST/07TH ST,San Francisco,94158,B03,04,2265,3,3,3,false,Alarm,1,TRUCK,3,3,10,Mission Bay,160931176-T04,POINT (-122.39583 37.767166),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,4
160971110,85,16038351,Citizen Assist / Service Call,04/06/2016,04/06/2016,04/06/2016 09:38:38 AM,04/06/2016 09:39:53 AM,04/06/2016 10:02:00 AM,04/06/2016 10:02:31 AM,04/06/2016 10:16:35 AM,,,Against Medical Advice,04/06/2016 10:17:55 AM,SUTTER ST/HYDE ST,San Francisco,94109,B04,03,1557,3,3,3,true,Alarm,1,MEDIC,2,4,3,Nob Hill,160971110-85,POINT (-122.416824 37.788177),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
